product_name,ingredients_text,serving_size
Wheat & Almond Flour,"Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), blanched almonds.",30 g (0.25 cup)
"White Lily, Wheat Flour","Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid).",30 g (0.25 cup)
Enriched All Purpose Wheat Flour,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid).",30 g (0.25 cup)
Enriched Unbleached Bread Flour,"Enriched flour (wheat flour. niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), malted barley flour, ascorbic acid (dough conditioner).",30 g (0.25 cup)
Smoothie Base Mix,"Pure cane sugar, nonfat dry milk, carrageenan, natural vanilla flavor (maltodextrin, gum acacia, organic ethyl alcohol silicon dioxide), salt.",45 g (45 GRM)
Smoothie Base Mix,"Pure cane sugar, maltodextrin, green instant tea, salt.",45 g (45 GRM)
"Barrie House, Coffee Capsules, Hot Apple Cider","Brown sugar, dehydrated apple powder, malic acid, natural flavor.",22 g (22 GRM)
Red Pepper Spread With Eggplant & Garlic,"Sweet red peppers, eggplant, cane sugar, sunflower oil, salt, dried garlic, citric acid (for freshness), capsanthin (oleoresin paprika).",15 g (1 Tbsp)
Organic Baby Lettuces,"Organic baby lettuces (red & green oak leaf, red leaf, lollo rosa, red & green romaine, tango).",85 g (3 oz)
Organic Sliced Peaches,"Organic peaches, ascorbic acid, citric acid (to maintain freshness and color).",140 g (1 cup)
Roasted Organic Sweet Potato Slices,"Organic sweet potatoes, organic olive oil, organic maltodextrin, sea salt, organic black pepper.",110 g (0.667 cup)
Rustic Cut Organic Root Medley,"Organic beets, organic parsnips, organic orange carrots, organic yellow carrots, citric acid.",85 g (0.666 cup)
Organic Tropical Blend,"Organic strawberries, organic pineapple, organic mango.",140 g (1 cup)
Organic Asian Blend,"Organic mustard greens (organic tatsoi, organic mizuna, organic pak-choi), organic red peppers, organic carrots, organic onions, organic green beans.",85 g (1 cup)
Organic Power Blend,"Organic spinach, organic kale, organic chard",85 g (0.333 cup)
"Organic Smoothie Kickstart, Kale Berry","Organic kale, organic blueberries, organic strawberries.",113 g (113 g)
Organic Smoothie Kickstart,"Organic mango, organic carrots, organic peaches, ascorbic acid, citric acid (to maintain freshness and color).",113 g (113 g)
"Smoothie Kickstart, Pineapple Spinach Banana","Organic pineapple, organic spinach, organic banana, ascorbic acid, citric acid (to maintain freshness and color).",113 g (113 g)
"Smoothie Kickstart, Mango Beet Berry","Organic beets, organic strawberries, organic raspberries, organic mangos.",113 g (113 g)
Organic Triple Berry Blend,"Organic blueberries, organic blackberries, organic raspberries.",140 g (1 cup)
Petites,"Organic butter lettuces, organic oak leaf, organic lollp rasa, organic tango, organic romaine heart leaves.",85 g (3 oz)
Raisins,"Organic raisins, less than 1% organic sunflower oil.",40 g (0.25 cup)
Organic Sweetened Dried Cranberries,"Organic cranberries, organic sugar, organic sunflower oil",40 g (0.333 cup)
Organic Thompson Seedless Raisins,"Organic raisins, less than 1% organic sunflower oil",40 g (0.25 cup)
Organic Pre-Washed Fancy Romaine Salad,"Organic green romaine, organic heirloom lettuce leaves, organic radicchio, organic carrots.",85 g (3 oz)
"Deep Green Blends, A Dynamic Blend Of Tender Baby Kale, Chard And Spinach","Organic baby spinach, organic red and green chard, organic baby kale.",85 g (3 oz)
Organic Romaine Salad,"Organic romaine lettuce, organic red cabbage, organic radicchio, organic carrots.",85 g (3 oz)
Baby Spinach Blend,"Organic baby spinach, organic baby argula and organic radiocchio.",85 g (3 oz)
Organic Half & Half Baby Spinach Bay Argula,"Organic baby spinach, organic baby arugula.",85 g (3 oz)
"Organic, Deep Green Blends Organic Power","Organic baby spinach, organic red and green chard, organic baby kale. the ingredients in each package may vary.",85 g (2 CUPS | ABOUT)
Organic Power Trio,"Organic baby chard, organic baby kale, organic baby spinach.",85 g (2 CUPS | ABOUT)
Deep Green Blends Organic Kale Italia,"Organic baby kale, organic arugula, organic mizuna, and organic radicchio. the ingredients in each package may vary.",85 g (3 oz)
"Organic Chopped Kale, Cabbage And Shredded Carrots","Organic kale, organic red and green cabbage, organic carrots",85 g (2 CUPS | ABOUT)
"Blend Me, Organic Chopped Kale, Shredded Carrots, Chopped Parsley","Organic kale, organic carrots, organic parsley.",85 g (3 oz)
Organic Chopped Kale Chopped Cabbage Chopped Radicchio,"Organic kale, organic red and green cabbage,m organic radicchio.",85 g (3 oz)
Organic Crunchy Slaw Americana Blend Cabbage And Carrots,"Organic red and green cabbage, organic carrots.",85 g (3 oz)
"Organic Crunchy Slaw, Street Taco Blend","Organic red and green cabbage, organic cilantro.",85 g (3 oz)
"Wok Blends, Organic Crunchy Slaw","Organic red and green cabbage, organic carrots, organic kale, organic cilantro.",85 g (3 oz)
Organic Flavor Blends Spicy Spinach,"Organic baby spinach, organic pak-choi, organic mizuna, organic komatsuna, organic baby tatsoi. the ingredients in each package may vary.",85 g (3 oz)
Flavor Blends Sweet Kale,Organic baby butter lettuce leaves and organic baby kale.,85 g (3 oz)
"Baby Spinach, Baby Butter Lettuce Organic Half & Half","Organic baby spinach, organic baby butter lettuce.",85 g (3 oz)
Organic Savory Arugula,"Organic arugula, organic baby chard, organic baby oak leaf, organic baby tango.",85 g (3 oz)
Diced Peaches In Light Syrup,"Peaches, water, sugar, ascorbic acid, citric acid, natural flavor.",113 g (1 cup)
Mandarin Oranges In Light Syrup,"Mandarin oranges, water, sugar, ascorbic acid (to protect color), citric acid.",113 g (1 cup)
Pickled Hot Peppers,"Hot peppers, water, salt, vinegar.",28 g (1 ONZ)
Hash Brown Patties,"Potatoes, vegetable oil (soybean, canola, corn and/or sunflower), disodium dihydrogen pyrophosphate (to maintain natural color), dextrose.",63 g (1 PATTIE)
"Potato Classics, Hash Brown Potato Patties","Potatoes, vegetable oil (soybean, canola, corn and/or sunflower), disodium dihydrogen pyrophosphate (to maintain natural color), dextrose",63 g (63 g)
Potato Chips,"Select potatoes, vegetable shortening (contains one more of the following: partially hydrogenated soy, corn, cottonseed, or sunflower oil), and salt.",28.3 g (1 oz)
Potato Chips No Salt Added,"Select potatoes, vegetable shortening (contains one or more of the following: partially hydrogenated soy, corn, cottonseed, or sunflower oil).",28.3 g (1 oz)
"Bloom's, Sour Filled Fruits","Corn syrup, sugar, citric acid, resista starch, natural and artificial flavors, colors: red 40, yellow 5 & blue 1.",17 g (3 PIECES)
Choc-O-Rum Chews,"Corn syrup, chocolate liquor, sugar, palm oil, soya lecithin, mono & diglycerides, artificial flavor and salt.",42 g (7 PIECES)
Heart Lollipops,"Sugar, corn syrup, citric acid, artificial flavors and colors: red 40, blue 1 & yellow 5.",11 g (1 POP)
Potato Chips,"Potatoes, cottonseed oil, salt, no preservatives added.",28 g (1 ONZ)
Chinese Cookies,"Potato flour, whole eggs, sugar, shortening, brown sugar, almond flour, artificial flavors, chocolate shine, potassium sorbate.",28 g (1 ONZ)
"Bloom's Kosher Products, Drizzled Marble Cookies","Potato flour, whole eggs, sugar, shortening, almond flour, artificial flavors, chocolate shine, liquid marble flavor, potassium sorbate.",28 g (1 ONZ)
Almond Horns Cookies,"Sugar, kernel paste, egg white, almond slices, artificial flavor, chocolate shine, potassium sorbate.",28 g (1 ONZ)
Coffee Candy,"Sugar, glucose, coffee, colors: caramel, titanium dioxide.",11 g (4 PC.)
Rainbow Pops,"Sugar, glucose syrup, citric acid, natural & artificial flavors, colors: yellow 5 & 6 red 40, & blue 1.",9 g (1 PC.)
Chocolate Chip Cookies,"Tapioca starch, sugar, potato starch, palm oil, egg, chocolate chips, sodium bicarbonate, sodium acid pyrophosphate, salt, vanillin, citric acid.",20 g (2 COOKIES)
"Bloom's, Cookies, Sweet Brownie","Tapioca starch, sugar, potato starch, cocoa, palm oil, egg, modified potato starch, sodium bicarbonate, sodium acid pyrophosphate, salt, vanillin.",20 g (2 COOKIES)
Cookies,"Tapioca starch, sugar, potato starch, palm oil, egg, chocolate chips, cocoa, sodium, bicarbonate, sodium acid pyrophosphate, salt, vanillin, citric acid.",20 g (2 COOKIES) | ()
Cookies,"Tapioca starch, sugar, potato starch, palm oil, egg, sodium bicarbonate, sodium acid pyrophosphate, salt, vanillin, citric acid.",20 g (2 COOKIES)
Patterson Variety Slab Apricots Dried Fruit,Apricots sulfur dioxide added for color retention.,40 g (0.25 cup)
Makdous ( Eggplant In Oil ),"Eggplant, soybean oil, salt, walnuts, garlic, red pepper.",28 g (28 GRM)
Highest Quality Beans,"Premium fava beans, water, salt and disodium edta for color preservation",130 g (0.5 cup)
"Old World, Pocket Pita Breads","Whole wheat flour, water, honey, yeast and salt.",57 g (1 PITA)
"Organic Naturally Caffeine Free Herbal Tea, Dandelion",Organic dandelion herb with root.,28 g (99 oz)
Pork Meat Balls,"Pork, water, potato starch, egg white, salt, dextrose, sodium phosphate, monosodium glutamate, spices.",57 g (57 g)
"Cha Ca, Fish Meat Emulsion","Fish mart lady fish, water, potato starch, egg white, salt, sugar, non fat dry milk, sodium, monosodium glutamake, spices.",57 g (57 g)
Cajun Hot Sauce,"Aged pepper mash, vinegar, alt, xanthan gum.",5 g (1 tsp)
Garlic Hot Sauce,"Aged pepper mash, vinegar, salt,garlic and xantham gum.",5 g (1 tsp)
Couscous Lentil Curry,"Couscous (semolina wheat flour), lentils, dehydrated vegetables (tomatoes, carrots, onions, garlic, spinach), natural flavors with yeast extract, spices, sea salt.",56 g (56 g)
"Soup, Lentil","Lentils, dehydrated vegetables (tomatoes, carrots, potatoes, spinach, garlic onions), spices, natural flavors with yeast extract, sea salt.",52 g (52 g)
"Nile Spice, Split Pea Soup","Green pea flakes, dehydrated vegetables, (potatoes, onions,carrots, garlic, celery), natural flavors with yeast extract, sea, salt, spices, sunflower oil.",53 g (53 GRM)
"Potato Chips, Sea Salt","Potatoes, vegetable oil (contains one or more of the following: cottonseed, corn, sunflower, soybean), sea salt.",28 g (1 oz)
Kettle-Cook'D Potato Chips,"Potatoes, pure vegetable shortening (soybean), salt.",28 g (1 oz)
Potato Chips,"Potatoes, vegetable oil (contains one or more of the following: cottonseed, corn, sunflower, soybean), salt.",28 g (16 CHIPS | ABOUT)
"Kettle-Cook'D, Hand Cooked Potato Chips","Potatoes, pure vegetable shortening (soy-bean), salt.",28 g (19 CHIPS | ABOUT)
"Air Popped Popcorn, Butter","Popcorn, soybean oil, salt, natural and artificial flavor.",28 g (3 cup)
Tortilla Chips,"Stone ground white corn, vegetable oil (contains one or more of the following: canola, corn, cottonseed, safflower, soybean, sunflower), salt.","28 g (7 CHIPS, PER CONTAINER | ABOUT)"
Sugar-Free Cookies,"Unbleached enriched wheat flour, maltitol, canola oil, chocolate chips (maltitol, cocoa liquor, cocoa powder, vanilla), natural flavours, baking soda.",30 g (8 COOKIES)
Sugar-Free Cookies,"Ingredients: unbleached wheat flour, maltitol, oats, canola oil, cinnamon, baking soda, baking powder (aluminum free).",28 g (28 g)
Sugar-Free Cookies,"Ingredients: unbleached wheat flour, maltitol, canola oil, maltitol sweetned chocolate chips (maltitol, cocoa, vanilla), natural flavors, baking soda.",28 g (28 g)
Natural Shortening,"Natural oil blend (palm fruit, canola, soybean, flax, and olive oils).",14 g (1 Tbsp)
Crema Estilo Salvadorena Con Loroco,"Milk, cream, salt, lactic cultures, cheese color, stabilizer and loroco.",28 g (2 Tbsp)
Tri-Color Blend Sprouted Rice,"Organic sprouted long grain brown rice, organic sprouted whole grain red rice, organic sprouted whole grain black rice.",45 g (0.25 cup)
Tomato & Basil Sauce,"Pulp of tomatoes (tomatoes, citric acid), extra virgin olive oil, carrot, onion, sea salt, basil.",125 g (0.5 cup)
Arrabbiata Sauce,"Pulp of tomatoes (tomatoes, citric acid), extra virgin olive oil, red hot chili pepper, onion, carrot, sea salt, garlic, parsley.",125 g (0.5 cup)
Marinara Suace,"Pulp of tomatoes (tomatoes, citric acid), extra virgin olive oil, garlic, sea salt, parsley, basil, oregano, black pepper.",125 g (0.5 cup)
Borettane Onions With Aceto Baqlsamico,"Borettane onions, water, balsamic vinegar of modena p.g.i., white wine vinegar, sunflower seed oil, sugar, sea salt.",60 g (0.25 cup)
"Don Pomodoro, Traditional Sauce","Pulp of tomatoes (tomatoes, citric acid), extra virgin olive oil, red hot chilli pepper, onion, carrot, sea salt, garlic, parsley.",125 g (0.5 cup)
"Don Pomodoro, Traditional Sauce, Puttanesca","Pulp of tomatoes (tomatoes, citric acid), olives, extra virgin olive oil, capers, onion, sea salt, vinegar, basil, parsley, black pepper.",125 g (0.5 cup)
"Don Pomodoro, Marinara, Traditional Sauce","Pulp of tomatoes (tomatoes, citric acid), extra virgin olive oil, garlic, sea salt, parsley, basil, oregano, black pepper",125 g (0.5 cup)
"Orti De Calabria, Strawberry Jam Fruit Spread & Topping","Strawberry (79%), sugar, lemon juice.",30 g (2 Tbsp)
Coney Wieners,"Pork, water, flavorings, beef, salt, contains 2% or less potassium lactate, paprika, sodium diacetate, sodium erythorbate, sodium nitrate.",28 g (1 LINK)
Smoked Sausage,"Pork, water, beef, salt, contains 2% or less potassium lactate, dextrose, sodium phosphate, flavorings, sodium diacetate, sodium erythorbate, sodium nitrite.",66 g (1 LINK)
Bratwurst,"Pork, water, nonfat dry milk, salt, contains 2% or less potassium lactate, corn syrup, flavorings, sodium diacetate.",66 g (1 LINK)
Seafood Combination,"Squid, cooked mussel meat and shrimp.",85 g (0.667 cup)
Jam,"Blueberries, sugar, lemon juice, fruit pectin.",20 g (16 | ABOUT)
"Tart Cherry Preserves, Cherry","Contains: tart cherries, sugar, fruit pectin.",20 g (1 Tbsp)
Blackberry-Raspberry Jam,"Blackberries and raspberries, sugar, fruit pectin.",20 g (1 Tbsp)
"Rhubarb Jam, Strawberry","Contains: strawberries and rhubarb, sugar, fruit pectin.",20 g (1 Tbsp)
Chunked Turkey,"Skinless breast, thigh and salt",56 g (2 ONZ)
"Marlow, Watermelon Rings Candy","Corn syrup, sugar, gelatin, citric acid, sorbitol, natural and artificial flavors, lactic acid, titanium dioxide, fd&c red 40.",40 g (7 PCS)
Starlight Mints,"Sugar, corn syrup, natural spearmint oil, titanium dioxide (for color), fd&c yellow 5, blue 1.",15 g (3 PC)
Unsalted Peanuts,"Oil roasted peanuts, peanut oil.",28 g (1 ONZ)
Salted Cashews,"Cashews, slat, peanut &/or cottonseed oil.",34 g (0.25 cup)
Blue Raspberry Rings,"Corn syrup, sugar, gelatin, citric acid, sorbitol, natural & artificial flavors, lactic acid, titanium dioxide, fd&c blue # 1",40 g (7 PCS)
Rootbeer Barrels Candy,"Sugar, corn syrup, artificial flavor, artificial colors, ingluding (red 40, yellow 5, red 40 lake, blue 1).",19 g (3 PC)
"Hummel Bros., Cocktail Franks","Beef and pork, water, salt, spices, sodium phosphate, paprika, sodium acetate, garlic powder, sodium erythorbate, flavorings, sodium nitrite.",65 g (65 g)
"Kula Maui, Takuan Pickled Radish","Radish, water, sugar, salt, vinegar, artificial coloring (fd&c yellow no. 5. red no. 40 and may also include yellow no.6).",28 g (28 g)
Chia Rich Dressing & Finishing Sauce,"Water, mango puree, sugar, champagne vinegar, distilled vinegar, salt, chia seeds, vanilla extract, xanthan gum, natural flavors, ascorbic acid",30 g (2 Tbsp)
"Quick Cook, Enriched Macaroni Product, Elbow","Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin folic acid.",56 g (0.5 cup)
"Enriched Macaroni Product, Small Shells","Semolina (wheat), durum flour (wheat), niacin ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.5 cup)
"Egg Fettuccine No.99, Enriched Egg Noodle Product","Semolina (wheat), durum flour (wheat), dried egg yolks or eggs, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.166 OF PACKAGE DRY)
"Light 'N Fluffy, Enriched Egg Noodles, Extra Wide","Durum wheat flour, dried egg yolks or eggs, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (2 oz)
"Enriched Egg Noodles, Pot Pie Squares","Durum wheat flour; dried egg yolks, or eggs; niacin; ferrous sulfate (iron); thiamin mononitrate; riboflavin; folic acid.",56 g (20 PIECES | ABOUT)
"Pot Pie Bows No. 87, Enriched Egg Noodles","Durum wheat flour; dried egg yolk, or eggs; niacin; ferrous sulfate (iron); thiamin mononitrate; riboflavin; folic acid.",56 g (1 CUP | ABOUT)
"Healthy Harvest, Thin Spaghetti","Whole durum wheat flour, whole grain flour blend (quinoa, amaranth, millet, sorghum, teff).",56 g (0.167 OF PACKAGE)
"Healthy Harvest, Whole Wheat Pasta & Ancient Grains","Whole durum wheat flour, whole grain flour blend (quinoa, amaranth, millet, sorghum, teff)",56 g (0.75 cup)
"Enriched Tomato And Spinach Macaroni Product, Tricolor Penne No.54","Semolina (wheat), durum flour (wheat), dried tomato, dried spinach, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",56 g (0.75 cup)
